0.931223387979,0,0,0,0,0,0,0
0.931223387979,0.594133365698,0,0,0,0,0,0
0,0.619732463355,0,0.216123881906,0.810298779635,0.869850214612,0.999618635669,0.996336545746
0,0.0142142718906,0,0,0,0,0.608649673007,0
0,0,0,0,0,0,0,0
0.753622230324,0.998453131505,0.997455406624,0,0,0,0,0.104951667359
0,0,0,0.669864359988,0.725468231494,0.893457565712,0,0
0,0,0.381089900172,0,0,0,0,0
0,0.587095663162,0,0,0,0,0.485492720353,0
0,0,0,0.377489386666,0,0.109639598964,0.784545672595,0
0,0.365790423368,0.466491592994,0.999253938959,0.994671378483,0.126080719271,0,0.321754489696
0,0.542316247432,0.0207076957408,0.704366904926,0,0.979605745728,0.610365159694,0.990055596503
0.931223387979,0,0.381089900172,0,0,0,0,0
0,0,0.178349609798,0.0175228050507,0.0306345204388,0,0,0
0,0,0.387014263662,0,0,0,0,0
0,0.56580301496,0.748633518095,0.508467962175,0.917916459538,0.972844954853,0,0.542638687273
0,0,0.14148063739,0.449886641745,0.364347383374,0,0,0
0.931223387979,0,0,0,0,0,0,0
0,0,0.209983884234,0,0.431676951172,0,0,0
0,0,0.14148063739,0,0,0,0,0
