469	-0.231044036403	-0.231044036403	-0.0578562352475	10	10
155	-0.0998540684387	-0.0998540684387	0.225168885651	9	9
246	-0.169429573405	-0.169429573405	0.0227674722422	8	8
288	-0.0145085719318	-0.0145085719318	-0.0158011227531	7	7
10	-0.109455131015	-0.109455131015	0.141316470822	6	6
34	0.00382644571754	0.00382644571754	-0.25198133258	5	5
31	-0.000865738881239	-8.65738881239E-4	-0.249865024025	4	4
166	-0.0767588957558	-0.0767588957558	0.0963667154505	3	3
348	-0.0247324864469	-0.0247324864469	-0.0410109331529	2	2
250	-0.127030590708	-0.127030590708	0.125405891722	1	1
