1454	-0.306279021855	-0.306279021855	0.0363869743354	10	10
266	-0.063663490342	-0.063663490342	0.268812686959	9	9
664	-0.0276400751084	-0.0276400751084	0.244154556347	8	8
1424	-0.225551850368	-0.225551850368	0.014012003965	7	7
535	0.127304012101	0.127304012101	0.0866164996568	6	6
1468	0.120793756336	0.120793756336	-0.0225185599051	5	5
473	0.0695797443174	0.0695797443174	-0.141699524531	4	4
1591	-0.0341503308735	-0.0341503308735	0.165157211977	3	3
660	0.0643715397053	0.0643715397053	-0.0777710377586	2	2
1451	0.101262989041	0.101262989041	-0.05767922763	1	1
