1454	-0.306279021855	-0.306279021855	0.0363869743354	10	10
266	-0.063663490342	-0.063663490342	0.268812686959	9	9
664	-0.0276400751084	-0.0276400751084	0.244154556347	8	8
1424	-0.225551850368	-0.225551850368	0.014012003965	7	7
473	0.0695797443174	0.0695797443174	-0.141699524531	6	6
1591	-0.0341503308735	-0.0341503308735	0.165157211977	5	5
1690	-0.116613570565	-0.116613570565	-0.183253040933	4	4
867	-0.155675105156	-0.155675105156	0.063784897238	3	3
69	-0.0888364793005	-0.0888364793005	-0.187362729369	2	2
1494	0.0365944484408	0.0365944484408	-0.112475073435	1	1
