<<<<<<< HEAD
41	20	20.0	10.0	10	10
1173	20	20.0	10.0	9	9
1180	20	20.0	10.0	8	8
1181	20	20.0	10.0	7	7
1375	20	20.0	10.0	6	6
1846	20	20.0	10.0	5	5
2158	20	20.0	10.0	4	4
2276	20	20.0	10.0	3	3
2496	20	20.0	10.0	2	2
2546	20	20.0	10.0	1	1
=======
1288	152	152.0	1.0	10	10
302	678	678.0	1.0	9	9
1178	158	158.0	1.0	8	8
30	545	545.0	1.0	7	7
765	533	533.0	1.0	6	6
559	2468	2468.0	1.0	5	5
719	1797	1797.0	1.0	4	4
155	773	773.0	1.0	3	3
443	772	772.0	1.0	2	2
246	790	790.0	1.0	1	1
>>>>>>> d014bd20a9f6144668fd632c5315fe600feed7f0
