541	-0.000297000894856	-2.97000894856E-4	-6.00221583028E-4	10	10
1236	-0.000297000894856	-2.97000894856E-4	-6.00221583028E-4	9	9
451	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	8	8
949	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	7	7
972	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	6	6
1104	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	5	5
1361	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	4	4
1423	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	3	3
1610	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	2	2
1701	-0.000731017945864	-7.31017945864E-4	-1.43589534652E-4	1	1
