1496177276419	205	266	0	3.04717	1.0	0.99945085118067	1.0	2	0.000458020093312
1496177276419	205	31	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	363	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	638	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	774	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	1116	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	1532	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	1613	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	1813	0	2.92377	0.9595034080802844	0.9969796814936848	5.5	2	7.76598122315e-05
1496177276419	205	64	0	2.83748	0.9311853293383696	0.9945085118066996	10.0	2	0.000435214765967
1496177276419	205	1122	0	2.5117	0.8242730139769031	0.9939593629873695	11.0	2	0.000399785060984
1496177276419	205	70	0	2.36887	0.7774000137832808	0.9931356397583745	12.5	2	0.000173767977472
1496177276419	205	135	0	2.36887	0.7774000137832808	0.9931356397583745	12.5	2	0.000173767977472
1496177276419	205	60	0	2.2608	0.741934319384872	0.9923119165293794	14.0	2	0.000372500115767
1496177276419	205	801	0	2.19999	0.7219780977103346	0.9909390444810544	16.5	2	8.82479999275e-05
1496177276419	205	843	0	2.19999	0.7219780977103346	0.9909390444810544	16.5	2	8.82479999275e-05
1496177276419	205	1723	0	2.19999	0.7219780977103346	0.9909390444810544	16.5	2	8.82479999275e-05
1496177276419	205	1744	0	2.19999	0.7219780977103346	0.9909390444810544	16.5	2	8.82479999275e-05
1496177276419	205	473	0	2.12898	0.6986745078220119	0.9895661724327293	19.0	2	0.000354581644282
1496177276419	205	1618	0	1.62818	0.534325291992242	0.9890170236133993	20.0	2	0.000303269657755
1496177276419	205	1690	0	1.47982	0.4856374931493812	0.9884678747940692	21.0	2	0.000195351590853
1496177276419	205	1580	0	1.36262	0.4471755760262801	0.9879187259747392	22.0	2	0.000182727213215
1496177276419	205	867	0	1.35545	0.4448225730760017	0.9873695771554091	23.0	2	0.000196980542806
1496177276419	205	168	0	1.32678	0.4354138430084308	0.9868204283360791	24.0	2	0.00018150549925
1496177276419	205	664	0	1.31665	0.43208944692944606	0.9862712795167491	25.0	2	0.000281278806386
1496177276419	205	715	0	1.27868	0.4196287046669533	0.985722130697419	26.0	2	0.000179469309309
1496177276419	205	86	0	1.27528	0.4185129152623582	0.985172981878089	27.0	2	8.01032401614e-05
1496177276419	205	1108	0	1.19646	0.39264629147700986	0.984349258649094	28.5	2	0.000145668556279
1496177276419	205	1150	0	1.19646	0.39264629147700986	0.984349258649094	28.5	2	0.000145668556279
