<<<<<<< HEAD
606	32	32.0	7.16390350252E-5	10	10
2154	32	32.0	7.52975184E-5	9	9
270	32	32.0	1.49326260135E-4	8	8
2051	29	29.0	7.13668992434E-5	7	7
917	29	29.0	9.94851448148E-5	6	6
12	29	29.0	1.39185795293E-4	5	5
614	29	29.0	1.4766241762E-4	4	4
850	29	29.0	1.42024780499E-4	3	3
86	9	9.0	1.3013332021E-4	2	2
800	6	6.0	1.41086370655E-4	1	1
=======
23742	104	104.0	3.27122625039E-4	10	10
23871	47	47.0	6.80114581769E-4	9	9
8675	109	109.0	9.36341445486E-5	8	8
21003	109	109.0	6.83913972849E-5	7	7
24229	51	51.0	7.82134302885E-4	6	6
24136	69	69.0	3.23945708894E-4	5	5
23960	91	91.0	4.19538083213E-4	4	4
23677	89	89.0	1.76171275599E-4	3	3
23666	74	74.0	2.58979200076E-4	2	2
24215	16	16.0	3.34693160754E-4	1	1
>>>>>>> d014bd20a9f6144668fd632c5315fe600feed7f0
