1	-0.000486285077522	-4.86285077522E-4	-0.00375773427739	10	10
2	-0.00465121271463	-0.00465121271463	-0.0464703719055	9	9
3	0.0126034874962	0.0126034874962	7.38332841363E-4	8	8
4	0.000108704584922	1.08704584922E-4	-1.04679743403E-4	7	7
5	-0.00584119203952	-0.00584119203952	-3.85683938325E-4	6	6
6	0.00546361154692	0.00546361154692	-0.00150970071801	5	5
7	-0.00167626440241	-0.00167626440241	-3.85683938325E-4	4	4
8	0.014983446146	0.014983446146	0.00186234962105	3	3
9	0.0197433634456	0.0197433634456	-9.47692328169E-4	2	2
10	-0.00941113001418	-0.00941113001418	0.00663942093472	1	1
