1454	-0.306279021855	-0.306279021855	0.0363869743354	10	10
266	-0.063663490342	-0.063663490342	0.268812686959	9	9
1424	-0.225551850368	-0.225551850368	0.014012003965	8	8
1	0.00143906730918	0.00143906730918	-1.43589534652E-4	7	7
2	-0.0927426327596	-0.0927426327596	0.021318116739	6	6
3	-0.00116503499687	-0.00116503499687	0.00853241938449	5	5
4	0.000137016156152	1.37016156152E-4	-1.43589534652E-4	4	4
5	-0.00116503499687	-0.00116503499687	-6.00221583028E-4	3	3
6	0.00143906730918	0.00143906730918	-0.00836296640542	2	2
7	0.00057103320716	5.7103320716E-4	3.13042513724E-4	1	1
