60	-0.0861804577407	-0.0861804577407	-0.3301988141	10	10
1122	-0.307085089169	-0.307085089169	0.0509664771439	9	9
787	-0.0655954642697	-0.0655954642697	-0.289821134943	8	8
1208	-0.0708185223146	-0.0708185223146	-0.285379590236	7	7
64	-0.030570251498	-0.030570251498	-0.255096330868	6	6
1451	-0.103078586709	-0.103078586709	-0.0891440695316	5	5
473	-0.194328483141	-0.194328483141	-0.0410946313345	4	4
867	-0.0871021738663	-0.0871021738663	-0.0620910244963	3	3
90	-0.0195096579912	-0.0195096579912	-0.171514535012	2	2
577	-0.176201399338	-0.176201399338	0.0497551467692	1	1
