405	-4.8846495409e-05	-4.8846495409E-5	8.02733097824E-4	10	10
656	-4.8846495409e-05	-4.8846495409E-5	8.02733097824E-4	9	9
1716	-4.8846495409e-05	-4.8846495409E-5	8.02733097824E-4	8	8
1308	0.000599335191235	5.99335191235E-4	-5.7708211504E-4	7	7
297	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	6	6
1091	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	5	5
1202	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	4	4
1273	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	3	3
1406	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	2	2
1455	-0.000372937338731	-3.72937338731E-4	-1.17143710752E-4	1	1
