564	0.0024886632347	0.0024886632347	-3.85683938325E-4	10	10
1576	0.0024886632347	0.0024886632347	7.38332841363E-4	9	9
1370	0.00308365289714	0.00308365289714	-1.04679743403E-4	8	8
211	0.00308365289714	0.00308365289714	1.76324451519E-4	7	7
1465	0.00308365289714	0.00308365289714	1.76324451519E-4	6	6
541	-0.000486285077522	-4.86285077522E-4	7.38332841363E-4	5	5
1145	-0.000486285077522	-4.86285077522E-4	7.38332841363E-4	4	4
1158	-0.000486285077522	-4.86285077522E-4	7.38332841363E-4	3	3
738	0.0024886632347	0.0024886632347	-1.04679743403E-4	2	2
212	0.000108704584922	1.08704584922E-4	-3.85683938325E-4	1	1
